,,,,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,,
C,,,,,,,,,,,,,fortran
C,C++,,Java,,,,,,,Python,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,Objective-C,,Python,,,
,C++,,,JavaScript,jQuery,,,Objective-C,,Python,,,
,,,,JavaScript,,,,,PHP,Python,,,
,,,Java,,,,,,,,,,
,,,Java,,,,,,PHP,,,SQL,Haxe
,,,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,
C,C++,,Java,,,,,,,,,,
,,,Java,JavaScript,jQuery,,Node.js,,PHP,,,SQL,
C,,C#,Java,JavaScript,jQuery,,,Objective-C,,Python,,,
C,,,Java,,,,,,,,,SQL,
,,C#,,JavaScript,,,,,,,Ruby,,
,,,Java,JavaScript,jQuery,,,,,Python,,SQL,PL/SQL
C,C++,,,,,,,,,Python,,,R
C,C++,,,,,,,,,Python,,SQL,
,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,
C,,C#,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,C++,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,,Python,,SQL,
,,C#,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,Node.js,,,,,,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,,,,,
,,,,,,,,,,,,,
,,,,JavaScript,,,,,,,,,
,,,,,,,,,,,,,
C,C++,,,,,,,,,,,,
C,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,
C,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,,jQuery,,,,,,,,
,,,,,,,,,,Python,,SQL,R
,,,Java,,,,,,,,,SQL,
,,,,,jQuery,,,,PHP,,,,
C,,,Java,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,
,,,Java,,jQuery,,,,,,,,Scala
C,,,,,,,Node.js,Objective-C,,,Ruby,,
,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,
,,,Java,,,,,,,,,,
C,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,Objective-C,PHP,,,,Action Script
,,,Java,JavaScript,,,,,,,,SQL,
C,C++,,Java,,,,,Objective-C,,Python,,SQL,mathematica
,,,Java,JavaScript,jQuery,,,,,,,,mongo DB
,,C#,,JavaScript,jQuery,,,Objective-C,,,,SQL,
,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,
,,,Java,,,,,Objective-C,,,,,
,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,,,,,,,,,SQL,VB
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,,
,,,Java,,,,,,PHP,Python,Ruby,,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,,,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,,
C,,,Java,,jQuery,,,Objective-C,,,,SQL,
C,C++,,,,,,,,PHP,,,SQL,
,,,Java,,,,,,,,,,
,,,,,,,,,,,,,
,C++,,Java,,,,,,,Python,,SQL,bash
,,,,JavaScript,jQuery,,,,PHP,,,SQL,Perl
,,,,,,,,,,,,,
C,C++,C#,Java,,,,,,PHP,,,SQL,
C,C++,,Java,,,,,,,,,,Scala
,,,,,,,,,,,,,
,,,Java,,,,,,,,,,"maven, Oracle DB, Cassandra, mysql"
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,VB/VBA
,C++,,Java,JavaScript,,,,,,Python,,,extjs
C,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
C,C++,,,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,
,,,Java,JavaScript,jQuery,,,,,Python,Ruby,SQL,
,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,,,,,Clojure
,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,CSS
,,,,,,,,,,,,,
,,,,,,,,,,,,,
C,,,,,,,,,,Python,Ruby,,"Perl, Haskell"
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,,,,,,,,,,,Assembly
,,,,,,,,,,,,,
C,C++,C#,Java,,,,,,,,,,Perl (It's got some nice regex)
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,,Python,,,
,,,,JavaScript,jQuery,,,,,Python,Ruby,,
,,C#,Java,,,,,,,,,SQL,
,C++,,Java,JavaScript,,,,,,Python,Ruby,,
,,,,,,,,,,Python,,,
,,C#,,JavaScript,,,,,,,,SQL,vb.net
,,,Java,JavaScript,jQuery,,,,PHP,,,,
,,,,JavaScript,jQuery,,,,,Python,,SQL,Plone
C,,,Java,JavaScript,,,,,,Python,,SQL,
,,,Java,JavaScript,,,,,,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,,,,,,,,,,
,,C#,,JavaScript,,,,,,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,Ruby,,
,,,,,jQuery,,,,,,,SQL,
,C++,,,,,,,Objective-C,,,,,
,C++,C#,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,
,,,Java,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,Node.js,,PHP,,,,
,,,,,,,,,,,,,"MATLAB, Common Lisp, awk, vim"
,,,,JavaScript,jQuery,,,,PHP,,,SQL,AutoIT
,,,,,,,,,,,,,
,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,codeigniter
C,,C#,Java,,,,,,,,,,
,,,,,jQuery,,,,,,Ruby,,Coffeescript
,,,,,,,,,,Python,,,
,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,
,,,,JavaScript,,,,,,Python,,,google app engine
,,,,,,,,Objective-C,,,,,Pro-IV
,,,,,,,,,,,,,
,,C#,Java,JavaScript,jQuery,,,,,Python,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,C++,,Java,JavaScript,,,,,,Python,,,
,C++,,Java,,,,,,,Python,,,perl
C,,,Java,JavaScript,jQuery,,,Objective-C,PHP,Python,,SQL,
C,,,Java,,,,,,,Python,,SQL,
,,,,,,,,,,,,SQL,Coldfusion
,,C#,,,,,,,,,,,
,C++,C#,,,,,,,,Python,,,
,,,,,,,,,,,,,
C,C++,,,,,,,Objective-C,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,C++,,Java,JavaScript,,,,,PHP,Python,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,JavaScript,jQuery,,Node.js,,,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,PHP,,,,
,,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,
,,,Java,JavaScript,jQuery,,,,,,,SQL,Play Framework 2
,C++,C#,,,,,,Objective-C,,,,,
,,,,JavaScript,jQuery,,,,,Python,,,
,,,,JavaScript,jQuery,,,,PHP,,,,
,,C#,,,jQuery,,,,,,,SQL,
,,C#,Java,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,
C,C++,,,,,,,Objective-C,,Python,,,Perl
,,,,JavaScript,jQuery,,,,PHP,,Ruby,,
,C++,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
C,C++,,,JavaScript,jQuery,,Node.js,,,Python,,SQL,
C,C++,,,,,,,,,,Ruby,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,C++,C#,,,,,,,,Python,,,
,,,Java,,,,,,,Python,,,
,C++,,,JavaScript,jQuery,,,,,Python,,SQL,
,,,Java,,,,,,,Python,,,
,,,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,Python,,SQL,
,,,,JavaScript,jQuery,,,Objective-C,,Python,,SQL,Django
,C++,,Java,,,,,,,Python,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,,,,,,,Ruby,SQL,
,,,,,,,,,PHP,,,SQL,
,,,,,,,,,,,,,
C,C++,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,
,,,Java,JavaScript,jQuery,,,,,,,SQL,
C,C++,C#,,JavaScript,,,,Objective-C,PHP,,,,C++/CLI
,,,,JavaScript,jQuery,,,,,Python,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,,,,,,Python,,,
,,,,,,,,,,,,,
,,,,,,,,Objective-C,,,,,
C,,,Java,,,,,Objective-C,,,,,
,,,,,,,,,,Python,,,
,,C#,Java,JavaScript,,,Node.js,,,,,,
,C++,,Java,,,,,,PHP,,,SQL,LabView
,,C#,,JavaScript,jQuery,,,,,Python,,SQL,
C,,,,,,,,,,,,,perl
C,C++,,,,,,,,,,,,Matlab
C,C++,,,,,,,,,,,,R
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,,,,
C,C++,,,,,,,,,Python,,,
,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,
,,,Java,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,R
,,,,,,,,,,,,,
C,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,Perl
,,,,JavaScript,,,,,,,,SQL,Google Apps Script
,,,,,,,,,,,,,
C,C++,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,"ActionScript, Flash, Asp.Net, Asp.Net MVC"
,,,,JavaScript,,,,,PHP,,,SQL,
C,C++,,,JavaScript,,,,,,Python,,,
,,,,,,,,,,,,,
,,C#,,,,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,,Python,,,
C,C++,,Java,JavaScript,jQuery,,Node.js,Objective-C,,Python,,SQL,
C,C++,C#,Java,JavaScript,,,,,PHP,Python,,SQL,
,C++,,,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,
,C++,,,JavaScript,jQuery,,,,,Python,,,
,,C#,,,,,,,,Python,,,
C,,,Java,JavaScript,,,,,,Python,,,
,,,Java,,jQuery,,,,,,,,JSF
,,C#,,,,,,,,,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,C++,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
C,,,Java,,jQuery,,,,,Python,,,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,Objective-C,,,Ruby,SQL,
,C++,,,JavaScript,,,,,PHP,,,,Visual Basic
C,C++,C#,Java,,,,,Objective-C,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,C++,C#,,,,,,,,,,,
,,C#,,,jQuery,,,,PHP,,,SQL,
,C++,,Java,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,
,,C#,,JavaScript,,,,,PHP,,,SQL,plsql
,,,,,,,,,,,,,
C,,,Java,,,,,,,,,,
,,,,,,,,,,,,,
C,,,Java,,,,,,,Python,,SQL,
,,,Java,,,,,,,,,,
,,,Java,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,PHP,Python,,SQL,R
,,,,,,,,,,,,,
,,C#,Java,JavaScript,jQuery,,,,,Python,,,
,,,Java,JavaScript,jQuery,,,,,,,SQL,
,,,,,,,,Objective-C,PHP,,,SQL,
,C++,,Java,JavaScript,,,,,,Python,,,"Closure, Go"
,,,,JavaScript,jQuery,,,,,,Ruby,SQL,
C,C++,C#,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,Java,,,,,Objective-C,,Python,,,
,,,,,,,,,,,,,
C,,,Java,,,,,,,Python,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,,
,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,
,,C#,,,,,,,,,,,
,,,,,,,,,,,,,
,C++,C#,,JavaScript,jQuery,,,,PHP,Python,,,
,,,,JavaScript,jQuery,,,,,,Ruby,,
,,,,JavaScript,,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,,,,,PHP,,,,
,,,,JavaScript,jQuery,,,,,,Ruby,,R
,C++,C#,,,,,,,PHP,,,SQL,
,,,,,,,,Objective-C,,,,,
C,C++,,,,,,,,,Python,,,
,,,,JavaScript,jQuery,,Node.js,,,Python,Ruby,,groovy
C,,C#,,JavaScript,jQuery,,,,,,,,
C,,C#,Java,JavaScript,jQuery,,,,,Python,,SQL,
,,,,,,,,,,,,,
,,C#,Java,JavaScript,jQuery,,,,,,,SQL,
,,,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,action script 3
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,,,,,Objective-C,,,,,
,,,,JavaScript,jQuery,,Node.js,,,Python,,,"LESS, CoffeeScript"
,,C#,,,jQuery,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,,,,,
,,C#,Java,,,,,,PHP,,Ruby,,
,,,Java,,,,,,,,,,
,C++,,,,,,,,,,,,ASM
,,C#,,JavaScript,,,,,,,,SQL,
C,C++,C#,Java,,,,,,PHP,Python,,SQL,
,,,,,,,,,PHP,,,,
,,,,,,,,,,,,,VB
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,,,,,,,,SQL,
,,C#,,JavaScript,,,,,,,,SQL,
,,,,,,,,,,,,,
,,C#,,,,,,,,,,SQL,
,,C#,Java,JavaScript,,,,,,,,SQL,
C,,C#,,,,,,,,Python,,,
,,,,,,,,,,,,SQL,Delphi
,,,,,,,Node.js,,,Python,,,
,,,,,,,,,,,,,
C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,PHP,,,,
,,C#,,,,,,,,Python,,,
,,,,JavaScript,jQuery,,,,,,Ruby,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,Java,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,,
,C++,,,,,,,,,Python,,,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,AJAX
C,C++,,,JavaScript,jQuery,,,Objective-C,,Python,,SQL,
C,,,Java,,,,,Objective-C,,,,SQL,MATLAB
,C++,,Java,,,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,C++,,Java,,,,,,,,,SQL,
C,C++,C#,,JavaScript,jQuery,,,,PHP,,,,
,,,,,,,,,,,,,
C,C++,,,JavaScript,jQuery,,,,,Python,,,
C,C++,,Java,,,,,,,Python,,,Verilog
,,,,JavaScript,jQuery,,,,PHP,,,SQL,"html,ajax"
C,,,,,,,,,,,,,
C,C++,C#,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,Objective-C,,,,,
,,C#,,,,,,Objective-C,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,,,,,,,Ruby,,"Scala, Nimrod"
,C++,C#,Java,,,,,,,,,SQL,
,,,,,,,,Objective-C,PHP,,,,
,,,,JavaScript,jQuery,,,,,,,,
,,,,JavaScript,,,,,,Python,,,
,,,,,,,,,,,,,
C,C++,C#,,,,,,Objective-C,PHP,,,SQL,
,,,,,,,,,PHP,,,SQL,
,,,,,jQuery,,,,PHP,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
C,,,Java,JavaScript,,,,,,,,SQL,
C,,,,,,,,,PHP,,,,Perl
,,,,JavaScript,jQuery,,Node.js,,,,Ruby,,
C,,,Java,,,,,,PHP,,,SQL,"Fortran, Pascal"
,C++,,,JavaScript,,,,,,Python,,,MongoDB
,,,Java,,,,,,,Python,,,Haskell
C,C++,C#,,JavaScript,jQuery,,Node.js,Objective-C,,,Ruby,SQL,
,C++,,,,,,,,,,,,MongoDB Qt
,,,,JavaScript,,,,,,,,,
C,,,,JavaScript,,,,,,Python,,SQL,Clojure
C,,,,JavaScript,jQuery,,,,,Python,,,CUDA
,C++,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,C++,,Java,,,,,,,,,,
,,,,,,,,,,,,,
,,,Java,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,,
,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,,
,,,Java,JavaScript,jQuery,,,,,,,,
,C++,,,,,,,,,Python,,,BashScript
,,,,,,,,,PHP,,,,Perl
,,,Java,,,,,,,Python,,SQL,"xml, rdf, owl"
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,,,,SQL,
,C++,C#,,,,,,,,Python,,SQL,Delphi
,C++,,Java,JavaScript,,,,,PHP,,Ruby,,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,,Python,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,,Python,,,
,,,,,,,,,,,,,
,,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,PHP,,,SQL,groovy
,,,,JavaScript,jQuery,,,,,Python,,,
,,,,JavaScript,,,,,PHP,,,SQL,
C,C++,,Java,JavaScript,,,,,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,,,,,,,Python,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,Java,JavaScript,,,,,,Python,,,R
,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,
,,,Java,JavaScript,,,,,,,,,Perl
C,,,,,,,,,,Python,Ruby,SQL,r
,,,,JavaScript,,,,,,Python,,SQL,
,C++,C#,,JavaScript,jQuery,,,,,,,SQL,PowerShell
,,,,,,,,,,Python,,,
C,C++,C#,Java,JavaScript,,,Node.js,,,,,SQL,
,,,,,,,,,,,,,
C,C++,,Java,,,,,,,,,,
,,,,,,,,,,,,,
C,C++,C#,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,Node.js,Objective-C,,Python,Ruby,SQL,
C,,,,JavaScript,jQuery,,Node.js,,PHP,,,,
,,,,,,,,,,Python,,,Scala
,,C#,,JavaScript,jQuery,,Node.js,Objective-C,,,,SQL,
,,C#,,JavaScript,jQuery,,Node.js,Objective-C,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,,Python,,,
,,C#,,JavaScript,jQuery,,,,,,,,
C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,SQL,LISP
,,,,JavaScript,jQuery,,,,,,,,php
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,PHP,Python,,,
,C++,C#,Java,,,,,,,,,,
,,,,,,,,,,,,SQL,
,,,Java,JavaScript,jQuery,,,,,Python,,SQL,ZK
,,C#,,,jQuery,,,,PHP,,,,
,,,Java,,,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,Java,JavaScript,jQuery,,Node.js,,,,,SQL,
,C++,C#,,JavaScript,,,,,,,,,
,,,,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,
C,,,,,,,,,,,,,perl
,C++,,,JavaScript,jQuery,,,Objective-C,,Python,,SQL,
,,C#,,,,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,,Perl
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,Delphi
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,,,,
C,,,,,,,,,,Python,,,perl
,,C#,,JavaScript,,,,,,,,SQL,
,C++,C#,,JavaScript,jQuery,,Node.js,Objective-C,PHP,,,SQL,
C,C++,,Java,JavaScript,,,,,PHP,,,SQL,
,,C#,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,
,,C#,,JavaScript,,,,,,,,,
,,,,,,,,,,,,SQL,VB.Net
,,,,,,,,,,,,,Powershell
,,C#,,,,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,Ruby,,
C,C++,,Java,JavaScript,jQuery,,Node.js,,,Python,,SQL,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
C,,,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,
,,C#,,JavaScript,,,,,,,Ruby,,
,,,,,,,,,,,,,
,,,,,,,,,,,,SQL,VB .NET
,,,,JavaScript,jQuery,,,,PHP,,Ruby,,
,,C#,,,,,,,PHP,,,,
,,,,JavaScript,jQuery,,,,,,,SQL,ColdFusion
,C++,C#,,JavaScript,jQuery,,Node.js,,,Python,,,
,,,,,,,,Objective-C,PHP,,,,
C,,,,,,,,,,,,,Perl
,,,,,,,,,,,,,
,,,,JavaScript,jQuery,,,,PHP,Python,,,
,,,Java,JavaScript,jQuery,,Node.js,,,,,,
,,,,JavaScript,,,,,,,Ruby,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,,,,,,,,,SQL,PL/SQL
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,,,jQuery,,,,,,,,PHP
,,,,JavaScript,jQuery,,,,PHP,,,SQL,CSS
,,,,JavaScript,jQuery,,,,PHP,,,,
C,,,Java,,,,,,,,,,
C,C++,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,PHP,Python,Ruby,SQL,
,,C#,,,,,,,,,,,
C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,VB.NET
,,C#,,JavaScript,jQuery,,,,,,,SQL,
,,,Java,,,,,,PHP,,,SQL,
,,,,,,,,,,,,,Delphi
C,,C#,,,,,,,,Python,,SQL,
C,C++,C#,Java,,,,Node.js,,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,jQuery,,,,,,,SQL,
,,,,JavaScript,jQuery,,,,,,,,
,,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,Objective-C,PHP,,,SQL,Classic ASP
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,JavaScript,,,,,,,,,
,,C#,Java,JavaScript,jQuery,,,,,,,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,,,,,,,,Ruby,SQL,
,,C#,,JavaScript,jQuery,,,Objective-C,,,,SQL,Silverlight
,,C#,Java,JavaScript,,,,Objective-C,,Python,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,,Java,,,,,,,,,SQL,
,,,,JavaScript,jQuery,,Node.js,,PHP,Python,Ruby,SQL,Clojure
,,,,,,,,,,Python,,,Matlab
,,,Java,,,,,,PHP,,,,
,,,,,,,,,,,,SQL,lisp
,,,,JavaScript,,,,,,,,,Selenium scripting
,,,,,,,,,,,,,
,C++,,,,,,,,,,,,
,,C#,,JavaScript,jQuery,,,,,,,SQL,Delphi
,,C#,Java,JavaScript,jQuery,,,,PHP,Python,Ruby,SQL,
,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,Java,JavaScript,jQuery,,,,,,,,
,C++,C#,,,,,,,,,,,Haskell
C,C++,,,,,,,,,Python,,,
,,C#,,JavaScript,jQuery,,,,,Python,,SQL,
,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,Matlab
,,,,JavaScript,jQuery,,,,PHP,,,SQL,Classic ASP/vbScript
,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,
,,,,JavaScript,jQuery,,,,PHP,,,SQL,
,,C#,,,,,,,,,,SQL,
