Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,,Perl,HTML5,,
,,,,,,,,,,,,,,
,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,,Ruby,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,Mel
,,,PHP,Python,,Ruby,SQL,C#,,,,,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
,,,,,,,,,,,,,,
,,,,,,,,,C++,C,Perl,,,
,,,PHP,,,,,,,,,HTML5,,
,,,,,,,,,,C,,,,
,,,,,,,,,,,,,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,,,,,,C#,,,,HTML5,,
,,,,,,,,,,,,,,
,,,,Python,,,,,C++,C,,,,
,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,C,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,SQL,C#,C++,,,,,
,,,,,,,,,,,,,,
,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,
Java,JavaScript,CSS,,,,,SQL,,,,,,,
Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,C++,C,,,,Lots
Java,,,,,,,,C#,C++,,,,,
,,,,,,,,,,,,,,
,,,,,,,,C#,,,,,,
,,,,,,,,C#,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,,,
Java,,,,,Objective-C,,,,,,,,,Smalltalk
,,,,,,,,C#,,,,HTML5,,
,,,,,,,,,,,,,,
Java,JavaScript,,,,,,SQL,,,C,,,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,,,,,SQL,C#,,,,,,
,,,,,,Ruby,,C#,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,XSLT
,,,PHP,,Objective-C,,,,,C,,,,
,JavaScript,CSS,PHP,Python,,,,,,,,,,
,JavaScript,CSS,,Python,,,SQL,,,,,,,
Java,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,JQuery
,,,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Java,JavaScript,,PHP,,,,SQL,C#,,C,,,,
,,,,,,,,,,,,,,
Java,,CSS,,,,,,,,,,HTML5,,
,JavaScript,CSS,PHP,Python,,,,,,,,HTML5,,
Java,JavaScript,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,
,,,,,,,SQL,,,,,,,
Java,JavaScript,,,,,,SQL,,,,,HTML5,,
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Java,,,,,,,,,,C,,,,Android SDK
,,,,,Objective-C,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,,,
,,,,,,,,,,,Perl,,,
Java,JavaScript,CSS,,,Objective-C,,SQL,C#,C++,C,,HTML5,,
,JavaScript,CSS,,Python,,,SQL,C#,,,,,,
,,,,,,Ruby,,,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,,,,SQL,,C++,C,,,,
,JavaScript,CSS,,Python,,,SQL,,,,,HTML5,,
,,,,Python,,,,,C++,C,,,,
,JavaScript,CSS,,,Objective-C,Ruby,,,,,,HTML5,,
,JavaScript,CSS,PHP,,Objective-C,,,,,C,,,,
,,,PHP,,Objective-C,,,,C++,C,,,,
Java,JavaScript,,,,,,,C#,C++,,,HTML5,,
Java,,,,Python,,,,,C++,,,,,
,,,,,,,,,,,,,,
,,,,,,,SQL,C#,,,,,,
,,,PHP,,Objective-C,,SQL,C#,,,,,,
Java,,,PHP,Python,,,,,C++,C,Perl,,,"/bin/sh, lua, emacs lisp"
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Java,JavaScript,CSS,PHP,Python,,,,,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,,,,SQL,,,,,,,
,,,,,,,,,,,,,,
Java,,,,Python,,,,C#,,,,,,
,,,,,,,,,C++,,,,,
Java,,,,,Objective-C,,,,C++,C,,,,
,,,PHP,,,,SQL,,,,,HTML5,,Lisp
,,CSS,,,,,SQL,C#,,,,,,
Java,,,,,,,,,C++,C,,,,
Java,,,,,,,,,C++,,,,,Common Lisp
Java,JavaScript,CSS,,,,,SQL,C#,,C,,,,
Java,,,,,,,SQL,,C++,C,,,,
,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,,,,HTML5,,"Coffescript, haml, sass, that sort of thing"
,,,,,,,,,C++,C,,,,
,,CSS,PHP,Python,,,,,,,,,,
Java,JavaScript,CSS,,,Objective-C,,,,C++,C,,HTML5,,
Java,,,,,Objective-C,,,,C++,C,Perl,,,
Java,,,,,,,,,C++,C,,,,
,,,,,,,,,,,,,,
,JavaScript,,,,,,SQL,C#,,,,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,
Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,,,C,Perl,HTML5,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,PHP,Python,,,SQL,,,,Perl,HTML5,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,,Python,,,,,,,,,,
Java,JavaScript,,PHP,,,,,,C++,,,,,Actionscript 1/2/3
Java,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,,,PHP,,,,,C#,,,,,,
,,,,,,,,,,,,,,
,,,PHP,,Objective-C,,,,,,,,,ActionScript 3
,,,,Python,,,,C#,,,,,,DM
,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,VB
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,,,,,,,,C#,C++,,,,,
,,,,,,,,,C++,C,,,,
Java,,,,Python,,,SQL,,C++,C,,,,
Java,,,,Python,,Ruby,SQL,C#,C++,C,,,,
,JavaScript,,,,,,,,C++,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Java,,CSS,PHP,,,,SQL,,,,Perl,,,
,JavaScript,CSS,,,,Ruby,SQL,,,,,HTML5,,
Java,,,,,,,SQL,,,C,Perl,,,
,,,,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
,,,,Python,,,,,C++,C,,HTML5,,
Java,JavaScript,CSS,,,,Ruby,SQL,C#,,,,,,
,,,,,,,,,,,,,,
,,CSS,PHP,,,,SQL,,,,,,,
,,,,,,,,,,,,,,
Java,,,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
Java,JavaScript,CSS,PHP,,,Ruby,SQL,,C++,,Perl,HTML5,,
Java,,CSS,PHP,,,,SQL,,C++,,,,,"D, Haskell, HTML 4"
,JavaScript,CSS,PHP,,,,,,,C,,,,
,JavaScript,CSS,,,Objective-C,Ruby,SQL,,,,,HTML5,,
Java,JavaScript,CSS,,Python,,Ruby,,,C++,C,,HTML5,,
,,,,Python,,,,C#,C++,C,,,,Haskell
,,,,,,,,,,,,,,Lisp
,,,,,,,SQL,C#,,,,,,
,,CSS,PHP,,,,,C#,,,,,,
,,,,,,Ruby,,,,,,,,
Java,JavaScript,CSS,,,,,SQL,C#,,C,,,,fortran forth pl1 ada pascal delphi dbl dibol bliss z80 68000
,,,,,,,,,,,,,,
,,,PHP,,,,,,,C,,,,
,JavaScript,CSS,,,,,,,,,,HTML5,,Mathematica
Java,,CSS,PHP,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
,JavaScript,,PHP,,,,,,,,,,,
,,,,,,,,,,,,,,
,,CSS,PHP,,Objective-C,,,,,,,HTML5,,mysql
Java,,,,,,,SQL,,,,,,,
Java,,,,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
Java,JavaScript,CSS,,,,,SQL,C#,C++,C,,HTML5,,
,,CSS,PHP,,,,,,,C,Perl,HTML5,,
Java,JavaScript,CSS,,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
,JavaScript,CSS,PHP,,Objective-C,,SQL,,C++,C,,HTML5,,
,,,,,,,,,,,,,,
,JavaScript,,PHP,,Objective-C,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,,Ruby,SQL,C#,C++,C,,HTML5,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
Java,,CSS,,,,,SQL,C#,,,,HTML5,,
Java,,,,,Objective-C,,,,,C,,,,
,,,,,,,,,C++,,,,,
Java,,,PHP,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
,,,,,,,,,,,,,,"COBOL, RPG-400"
Java,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,C#,,,,HTML5,,
Java,,CSS,,,,,,,C++,C,,,,
Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,,,,,HTML5,,
Java,JavaScript,CSS,PHP,Python,,Ruby,,C#,C++,,,,,
,,,,,,,,C#,,,,,,
Java,JavaScript,,PHP,,,,,,,,Perl,,,
,JavaScript,CSS,,,Objective-C,Ruby,,,,C,,HTML5,,
,,,,Python,,,,,C++,,,,,
Java,JavaScript,CSS,,,,,SQL,,,,,,,
,,,PHP,,,,SQL,,,,,,,
,,,,,,Ruby,SQL,,C++,,,,,
,JavaScript,CSS,,,,,SQL,C#,,,,,,
Java,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Java,JavaScript,CSS,,,,,,,,,Perl,,,
Java,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,
Java,,,,,,,SQL,,C++,,,,,
Java,,CSS,PHP,Python,,,SQL,C#,,C,,HTML5,,
Java,,CSS,,,,,,,,,,HTML5,,
,,,,,Objective-C,,,,,,,,,
Java,,,PHP,,,,SQL,,,,,,,FourJs
,JavaScript,CSS,,,,Ruby,,,,,,HTML5,,
Java,,,,Python,,,,,,,,,,
Java,JavaScript,CSS,,,Objective-C,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
,,,,,,,,,,,,,,
,,,,,,,SQL,C#,C++,C,,,,
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,Perl,,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
,,,,,,,SQL,C#,,,,,,Visual Studio 6.0
,,,,,,,,C#,C++,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Android
Java,,,,,,,SQL,,C++,C,,,,
,,,,,,,,C#,,,,,,pl/sql
,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,,,,HTML5,,
,,,,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
,JavaScript,,,,,,,,,,,HTML5,,
Java,,,,,,,,,,C,Perl,,,
,,CSS,PHP,,Objective-C,,SQL,,C++,,,,,
Java,,,PHP,,,,,,,C,,,,
,,,,,,,,,,,,,,Delphi
Java,JavaScript,,,,,,SQL,,C++,,,,,VBA
Java,,,,,,,,,,C,,,,
,JavaScript,CSS,PHP,Python,Objective-C,,SQL,C#,C++,C,,HTML5,,
,,,,,,,,,,,,,,
,,CSS,,,,,SQL,C#,C++,C,,,,
,,,PHP,,,,,,,,,,,
Java,,,,Python,,,,,C++,C,,,,
,,CSS,,,Objective-C,,SQL,C#,,,,,,
,,CSS,,,,,,C#,C++,C,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,,,,SQL,,C++,C,Perl,,,matlab
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
,,,,,,,,,C++,,,,,
,JavaScript,CSS,PHP,Python,,Ruby,SQL,,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,CSS,PHP,,,,,C#,,C,,,,XHTML Strict
,,,,,,,SQL,,,C,Perl,,,
,,,,,,,SQL,C#,C++,C,Perl,,,
Java,JavaScript,CSS,,,,,SQL,C#,C++,,,HTML5,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Java,,,,,,,,C#,C++,C,,,,
,,,,,,,,,C++,C,,,,
Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,,
,,,,,,,,,,,,,,
,JavaScript,,,,,,SQL,C#,,,,,,
,,,,,Objective-C,,,,,,,,,
,JavaScript,,PHP,,Objective-C,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,Python,Objective-C,Ruby,,,C++,C,,HTML5,,Erlang
Java,,,,Python,,,,,,,,,,
,,,PHP,,,,SQL,C#,,,,HTML5,,
,JavaScript,,,,,,SQL,C#,C++,C,,,,
,JavaScript,CSS,PHP,Python,,,SQL,,C++,,,HTML5,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Java,JavaScript,,PHP,Python,Objective-C,Ruby,,,,,Perl,,,vhvhv
Java,JavaScript,,,,,,SQL,C#,C++,C,,,,lisp
,JavaScript,CSS,,,,,SQL,C#,,,,,,
,JavaScript,,,,,,,C#,C++,C,,HTML5,,
,,,,,,,,C#,C++,,,,,VB
,JavaScript,CSS,,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
Java,,,,Python,,,SQL,,,,,HTML5,,
Java,JavaScript,CSS,,,,,SQL,C#,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,CSS,PHP,Python,,,SQL,,C++,C,,HTML5,,
,,,PHP,,,,,,,,,,,
,,,,,,,SQL,C#,C++,,,,,
Java,,,,Python,,,,,C++,C,,,,
,JavaScript,,PHP,,Objective-C,,,,C++,C,,,,
,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Java,JavaScript,CSS,,,,Ruby,,C#,,,,HTML5,,
Java,JavaScript,CSS,PHP,,Objective-C,Ruby,SQL,,,,,HTML5,,
Java,,CSS,,,,Ruby,SQL,C#,,,,HTML5,,
,JavaScript,CSS,PHP,,Objective-C,,SQL,C#,,,,HTML5,,
,,,,Python,,Ruby,SQL,,C++,C,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,JavaScript,,,,,,SQL,C#,,,,,,vb.net
Java,JavaScript,CSS,PHP,Python,,Ruby,SQL,C#,C++,,Perl,HTML5,,
,,,,,,,SQL,C#,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,C++,C,Perl,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
Java,JavaScript,CSS,PHP,Python,,,SQL,C#,C++,C,,HTML5,,
Java,,CSS,PHP,,,,SQL,C#,,C,,,,
,,,,,,,,C#,,,,,,VB
Java,,,PHP,,,,SQL,,,,,,,
,,CSS,PHP,,,,SQL,,,,Perl,HTML5,,
,JavaScript,CSS,,,Objective-C,,SQL,C#,,,,HTML5,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
,JavaScript,CSS,,Python,,,SQL,,,,,HTML5,,
,,,,,,,,,,,,,,
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,,,PHP,,,,,C#,C++,C,,,,
,JavaScript,,PHP,Python,,Ruby,,,,,,,,
,,CSS,PHP,Python,,,SQL,,C++,C,Perl,,,
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,HTML5,,
,,,,,,,,C#,C++,C,,,,
,JavaScript,CSS,,,,,SQL,C#,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,,,,,,,,,,,
Java,,,PHP,,,,SQL,C#,,,,,,
Java,JavaScript,CSS,PHP,,,,,,,,,HTML5,,
Java,JavaScript,CSS,,,,,,,,,,,,
,JavaScript,,,,,,,C#,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,,,,SQL,C#,,,,,,
Java,JavaScript,CSS,PHP,,,,SQL,C#,,,,,,
Java,JavaScript,CSS,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,,,,,,C#,,,,,,
,JavaScript,CSS,PHP,,,,SQL,,,,,HTML5,,
,JavaScript,CSS,PHP,Python,,,SQL,,,,,HTML5,,
,,,,,,,,,,,,,,
Java,,,,Python,,,SQL,,C++,,,,,
Java,,,PHP,,,,,,,,,,,
,,,,,,,,,,,,,,
Java,JavaScript,CSS,PHP,Python,,,SQL,,,C,,HTML5,,
Java,JavaScript,CSS,PHP,,,,SQL,,,,,,,
,,,,,,,SQL,C#,,,,,,
,JavaScript,,,,,,SQL,,,,,HTML5,,Coldfusion
,JavaScript,CSS,PHP,Python,Objective-C,,SQL,,,,,HTML5,,
