,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,yii
,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,
C,C++,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,Wordpress,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,"ASP .Net MVC, WCF"
,,,,,,Cordova,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,
C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,iOS,,,,,,,,,,Python,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
C,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,MongoDB,,Objective-C,,PHP,Python,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,Wordpress,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,Go,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javascript
,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
C,C++,,,,,,,,,,,,,,Java,,,,MongoDB,,,Perl,,,,,,,,,,,,,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,Node.js,,,,,,,,,,Scala,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Groovy
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,Scala,,,,,,,,"Groovy, AEM, CQ"
,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,,,,,Wordpress,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,
,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,,,,,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,Wordpress,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,C++11,,,,,,,,,,,,,,JavaScript,,,,Node.js,,Perl,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
C,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,Wordpress,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Go,,,,Java,,,,,,,,,,,,,,,Scala,,Spark,,,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,
,,,C#,,,,,,,,Go,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,EmberJS
,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,iOS,,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,,Python,,,Ruby,,,,,,SQL,,,,,XQuery
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,
,,,C#,Cassandra,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,LAMP,,MongoDB,Node.js,Objective-C,,PHP,,,Redis,,,,,,,SQL,,,,Wordpress,
,C++,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,,,,,,,,Ruby,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,
,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,,,,,,,Wordpress,
,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,
,,C++11,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,Salesforce,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,Wordpress,
,,,,,,,,,,,,,,,Java,,,,,,,,PHP,Python,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,
,,,,,,,,,,,Go,,,iOS,,,,,,,Objective-C,,PHP,Python,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,TypeScript
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,Wordpress,
,,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,Powershell
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,asp.net mvc
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,Scala,,,SQL,SQL Server,,,,
,,,,Cassandra,CoffeeScript,,,,,,Go,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,Python,,Redis,Ruby,,,,,,SQL,,,,,
,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,Redis,Ruby,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,
,,,,,,,,,Dart,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,Delphi
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,F#,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
C,,,,,,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,Ruby,,,,,,SQL,,,,,
,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,,,,Ruby,,,,,Spark,,,,,,
,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,Redis,Ruby,,,Scala,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,Wordpress,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,,SQL Server,,,,
,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,Ruby,,,,,,SQL,,Swift,,,Rails
,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,Visual Basic,,
,,,,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,Wordpress,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
C,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,
,,,,,,,,,,,Go,Hadoop,,,Java,,,,,,,,,,,,Ruby,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,C++,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,
,C++,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,,,Visual Basic,,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,JavaScript,LAMP,,,,,,,Python,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,Wordpress,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
C,C++,C++11,,,,,,,,,Go,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,
,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,Wordpress,
,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,
,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,
,,,,,CoffeeScript,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,"Erlang, MySQL"
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,Ruby,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,Wordpress,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,Wordpress,
,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,Objective-C,,,,,Redis,Ruby,,,Scala,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,Delphi
,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,,,,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,Python,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,TypeScript
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,
,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,Wordpress,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,Visual Basic,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,Oracle Server
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,
,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
C,,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,
C,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,
,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,
,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,
,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,SQL,,,,,
,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,
