,JavaScript,CSS,PHP,,,SQL,,,,,,actionscript
Java,,,,,,,,C++,C,Perl,,
Java,,,,,,SQL,,,C,,,
,,,,,,,,C++,,,,Mathematica
,,,,,,,,,C,,,Objective-C
Java,,,,Python,,,,C++,,,,
,,,,Python,,SQL,,C++,,,,vb.net
Java,,,,Python,,,C#,C++,,,,
,,,,,,,,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,,C,,,
Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,
,JavaScript,CSS,,,,SQL,,,,,,CFML
,JavaScript,CSS,PHP,,,SQL,C#,,,,,coldfusion
,JavaScript,,,,,,C#,,,,,
,,,,,,,,,,,,
Java,,,,,,SQL,C#,C++,C,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
,,,,,,SQL,,C++,C,Perl,,
,,,,,,SQL,,,,,,R; VBA
Java,,,,,,,,,,,,
,,,,,,SQL,,,,,,Object Pascal
,,,,,,,C#,,,,,"VB.NET, VB6, VBA"
,,,,,Ruby,SQL,C#,,,Perl,,
,,,,,,,,,,,,
,,CSS,,,,,,,,,,
Java,,,PHP,Python,,,C#,C++,C,,,
,JavaScript,CSS,,Python,,,,,,Perl,,
,,,,,,,C#,,C,,,
Java,,CSS,PHP,,,,,,,,,
,,,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,,,,,,,,,,,,
Java,,,PHP,Python,,SQL,,C++,C,Perl,,
,,,PHP,,,SQL,,C++,C,,,
,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET
,,,,,,,,,,,,
,,CSS,PHP,,,SQL,,,,,,
,,,,,,SQL,,,C,Perl,,
,,,,Python,,,,C++,C,Perl,,Maple bash
,JavaScript,,PHP,,,SQL,,,C,Perl,,
Java,,,,Python,,,,C++,C,,,
,,,,,,,C#,C++,C,,,
Java,JavaScript,,PHP,,,SQL,,C++,C,Perl,,
Java,,,,,,,C#,,C,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,,,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,,,,,SQL,C#,,,,,
Java,,,,,,SQL,C#,,,,,
,,,,,,,,,,,,
Java,,,,Python,,,,,,,,
,,,,,,,,C++,C,,,
,,,,Python,,,,,,,,
Java,JavaScript,,,Python,,,,C++,C,Perl,,
Java,,,,,,,,C++,C,,,
,,,,,,,,,,,,Visual Dataflex
Java,JavaScript,CSS,PHP,,,SQL,,,,,,
Java,JavaScript,,PHP,,,,,,C,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,
,JavaScript,,PHP,,,SQL,C#,,,,,
,,,,,,,,C++,,,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,,,,,,,,,,,None,
,JavaScript,CSS,PHP,,,SQL,,,,Perl,,
,,,,,,,,,,,,
Java,,,PHP,Python,,SQL,,,C,,,
Java,JavaScript,CSS,PHP,,,,,C++,,,,XSLT
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,"If CSS is a language, surely so is HTML?"
Java,JavaScript,CSS,,,Ruby,SQL,,C++,C,Perl,,
,,,,,,,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,
,,,,Python,,,,C++,C,,,
,JavaScript,,,,,,,C++,C,Perl,,
Java,JavaScript,CSS,PHP,Python,,,,C++,C,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
,,CSS,PHP,,,SQL,,C++,,,,jQuery
Java,JavaScript,CSS,,,,SQL,,,,,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,,,ActionScript
,JavaScript,CSS,PHP,,,,,,,,,
Java,JavaScript,,,,Ruby,,C#,,,,,
,JavaScript,,PHP,,,SQL,C#,,,,,
,,CSS,PHP,,,SQL,,,,,,ASP
Java,,,,Python,,SQL,C#,C++,C,,,
,,,,,,,,,,,,
Java,,,PHP,Python,,,,,,,,
Java,JavaScript,CSS,PHP,,,,,C++,C,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,,,,,Ruby,SQL,C#,,,,,
Java,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,
,,,,,,,C#,C++,C,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
,,CSS,PHP,Python,,SQL,C#,,,,,VB.NET
Java,JavaScript,,,,,,,,,,,
Java,,,PHP,,,SQL,C#,,,,,Delphi
,,,,,,,,,,,None,
,,,,,,,,C++,C,,,
Java,JavaScript,CSS,,Python,,SQL,,,C,,,Scala and so on
Java,,,PHP,,,SQL,,C++,C,,,
,JavaScript,,,,,SQL,,C++,C,,,
Java,,,,,,SQL,C#,,,,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,Python,,SQL,,,,,,
Java,,,,,,,,,,,,
Java,JavaScript,CSS,,Python,,SQL,C#,,C,,,
,JavaScript,,,Python,,SQL,,,C,,,
,,,,,,,,,C,,,
,,CSS,,,,,,C++,C,,,Haskell
,,,,,,,,,,,,
,,,,,,SQL,C#,,,,,
,,,,,,,,,,,,
Java,JavaScript,CSS,,,,SQL,,,,Perl,,
,,,,,,,,,,,,
Java,JavaScript,CSS,,,Ruby,SQL,C#,,C,,,
,,CSS,,,,SQL,C#,,,,,VB.Net
,JavaScript,CSS,PHP,,,SQL,,,C,Perl,,
,JavaScript,CSS,,Python,,SQL,,,,,,
Java,,CSS,PHP,,Ruby,SQL,,C++,C,,,
Java,,,,,,SQL,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,scheme
,JavaScript,CSS,PHP,,,SQL,,,,,,VB/VBScript
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,C++,C,Perl,,
Java,,,,Python,,,,,,,,Smalltalk
,,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,,,
Java,,,,,,,C#,,,,,
,,CSS,PHP,Python,,SQL,,,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,,,,,C++,C,,,Objective-C
,JavaScript,,,,,SQL,C#,,,,,
Java,,,,,,SQL,,,,Perl,,
,,,,,,SQL,C#,C++,C,,,
,,,,,,SQL,C#,,,,,"Objective-C, GeneXus"
,,,,,,,,,C,,,Applescript
,,,,,,SQL,C#,,,,,vb.net
,,,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,,C++,C,,,
,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
Java,JavaScript,CSS,PHP,,,SQL,,,,,,
Java,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,
Java,,CSS,,Python,,,,C++,,,,Haskell
,JavaScript,CSS,,,,SQL,C#,C++,C,,,
Java,,,,,,,,,,,,
,,,,,,,,,,,,
Java,,,,Python,,,,C++,,,,
Java,JavaScript,CSS,,,,SQL,,C++,C,Perl,,
,JavaScript,CSS,PHP,,,SQL,,,,Perl,,
,,,,,,,C#,,,,,
,,,,Python,,SQL,,,C,Perl,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,,,
Java,,,,,,SQL,,,C,Perl,,
,JavaScript,CSS,PHP,Python,,SQL,,,,,,
,JavaScript,CSS,,,,SQL,C#,C++,C,,,"html, xml"
Java,,,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,,C#,,,,,
Java,JavaScript,,,,,SQL,C#,,,,,
,,,,,,,C#,,,,,
Java,,,,,,,,C++,C,,,
,JavaScript,CSS,PHP,,,SQL,,,,Perl,,
Java,,,,,Ruby,,,,,,,objective c
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,C,,,bash
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,,,PHP,Python,,,,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,Perl,,
,,,,,,,C#,,,,,
,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,
,JavaScript,CSS,,,,,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,,,C,Perl,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
Java,,,,,,,C#,C++,C,,,
,,,,Python,,SQL,C#,C++,C,,,Lua
,,,,,,,,,,,,
,JavaScript,CSS,,,,SQL,C#,C++,C,,,
Java,JavaScript,CSS,,Python,,,,C++,C,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,,C,,,
,,,PHP,,,,,,,,,
,,,,,,,C#,C++,,,,
Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,
Java,,,,,,SQL,,,,,,
Java,JavaScript,CSS,,,,,,C++,C,,,"Lisp, Clojure"
,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
Java,JavaScript,,PHP,Python,,SQL,C#,,C,Perl,,Erlang
Java,,,,Python,,,,C++,C,,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,C,,,Objective-C
,,,,,,,,,,,,
Java,JavaScript,CSS,,,,SQL,,C++,C,,,RPG
,,,,,,,C#,,,,,foxpro
Java,,,,,,,,C++,C,Perl,,Objective-C
,,,PHP,,Ruby,SQL,C#,C++,,,,Delphi
,,,,Python,,,C#,,C,,,ActionScript
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,"vb.net, bash scripting"
Java,,,,,,,,,,Perl,,
,JavaScript,CSS,PHP,,,SQL,,C++,C,,,Lua
,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,,,SQL,C#,C++,C,,,
Java,,,,,,,,,,,,Objective-C
,,,,,,,C#,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
,JavaScript,CSS,PHP,,,,,C++,C,Perl,,
Java,,CSS,,,,SQL,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,VB.NET
,,,,,,SQL,C#,,,,,Delphi
,JavaScript,,,,,SQL,,C++,,,,
Java,JavaScript,CSS,PHP,,,SQL,,,C,,,
,,,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
,JavaScript,CSS,PHP,,,,,,,,,Lua
Java,JavaScript,CSS,,Python,,SQL,,,C,Perl,,
Java,,,,,,,C#,,,,,
,,,,Python,,,C#,C++,,,,
,,CSS,,,Ruby,,,,,,,"VB, Objective C"
Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,Perl,,sh
Java,JavaScript,CSS,,,,SQL,,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,Perl,,
Java,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,,,
,,,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,,,,
Java,JavaScript,,,,,,,C++,C,Perl,,
Java,,,,,,,C#,,,Perl,,progress abl
,JavaScript,CSS,,,,,C#,,,,,
,,,,,,SQL,C#,C++,,,,
Java,JavaScript,,,,Ruby,SQL,,,,,,
,,,,,,,,,,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,JavaScript,CSS,,Python,,SQL,,,,,,Objective-C
Java,JavaScript,CSS,PHP,,,SQL,,,C,,,
Java,,,,,,SQL,,,,Perl,,
,,CSS,,,,SQL,C#,,,,,Objective c
,JavaScript,CSS,,,Ruby,SQL,C#,,,,,
,,,PHP,,,,,,,,,
,JavaScript,CSS,PHP,,,,,,,Perl,,
Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,C++,,,,ColdFusion
Java,JavaScript,CSS,,Python,,,,C++,C,,,matlab
Java,JavaScript,,,,Ruby,SQL,C#,C++,C,,,
Java,,CSS,,,,SQL,,,,,,
,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
,,,,,,,,,,,,
Java,,,,,,,,,,,,
,,,,,,,C#,,,,,
,,CSS,,,,SQL,C#,,,,,
,,CSS,PHP,,Ruby,,,,,,,Objective-C
,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,,C#,,,,,HTML
Java,,,,,,,,C++,C,,,
,JavaScript,,PHP,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
Java,,CSS,PHP,,,SQL,,,,,,Scala
Java,,,,,,SQL,C#,C++,C,,,
,,CSS,,,,SQL,C#,,,,,
,,,,,,,,,,,,
Java,JavaScript,,PHP,,Ruby,SQL,C#,C++,C,,,
Java,,,PHP,Python,Ruby,,,,C,,,
,,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,,,SQL,,,,,,Objective-C
,,,,,,,C#,,,Perl,,
,,,,,,,C#,,,,,
,JavaScript,CSS,,Python,,SQL,,C++,C,,,
,JavaScript,CSS,,,,SQL,C#,,,,,asp.net
,,,,,,,,,,,,
,,,,,,,,,,,,WebFOCUS
,,,,,,SQL,,C++,,,,"COBOL, shell, awk"
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,,Python,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,,,,,C++,C,,,
,,,,Python,,SQL,C#,,C,,,Delphi
,,CSS,PHP,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,
Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,Perl,,
Java,,CSS,,,Ruby,,C#,C++,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,,,,,,C#,C++,C,,,
,,,,,,SQL,C#,,,Perl,,
Java,,CSS,PHP,,,,C#,,,,,
Java,,,,,,,C#,C++,C,,,Haskell
Java,,CSS,,,,SQL,,C++,C,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,,,,C#,C++,C,,,
Java,JavaScript,CSS,PHP,,,SQL,,,,,,
,,,,Python,,SQL,C#,,,,,
Java,,,,,Ruby,,,C++,C,,,
,,,,,,,,,,,None,
Java,,CSS,PHP,Python,,SQL,,,,,,
,,,,Python,,,C#,,,,,
,JavaScript,CSS,,,,,,,,,,ActionScript
Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,Perl,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,Ruby,,,,,,,Objective-C (OSX)
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,C,,,
Java,JavaScript,CSS,,,,,C#,,,,,
Java,JavaScript,CSS,,Python,Ruby,,,,,,,"Scala, Haskell, more"
,,,,,,,,,,,,objective-c
Java,JavaScript,CSS,,,,,,,,,,
,JavaScript,,PHP,,,SQL,C#,,,,,
,JavaScript,,PHP,,,SQL,,,C,,,
Java,JavaScript,,PHP,,,SQL,,,,,,coldfusion
,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,Python,,,,,,Perl,,
,JavaScript,,,,,,C#,,,,,
,JavaScript,CSS,PHP,Python,,SQL,,,,Perl,,
,JavaScript,CSS,PHP,,Ruby,SQL,,C++,,,,
Java,,,,,,,,C++,,,,
Java,,,,,,SQL,C#,C++,C,,,"F#, VB, Delphi"
,,,,,,SQL,C#,,,,,
,,,,,,,,,,Perl,,shell
Java,JavaScript,CSS,,,,,C#,C++,C,,,
,JavaScript,CSS,,,Ruby,,,,C,,,
Java,JavaScript,CSS,,,,,C#,,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,"ActionScript3, VB.Net"
,JavaScript,,,,Ruby,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,VB
,JavaScript,CSS,,,Ruby,SQL,C#,C++,,Perl,,
Java,JavaScript,CSS,,,,,,,,,,
Java,JavaScript,CSS,,,Ruby,SQL,,,,,,
,,,,,,,,,,,,Objective-C
Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
,,,,,,,C#,,,,,delphi
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
Java,,,,,,,C#,,,,,
,,,,,,,,,,,None,
,JavaScript,CSS,PHP,,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,,,C,Perl,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,,,,,,VB.net
Java,,,,Python,,,,C++,C,,,
,,,,,,SQL,C#,,,,,VB.Net
,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,,,,C#,C++,C,,,vb6 vb.net
,JavaScript,CSS,PHP,,Ruby,SQL,,,C,,,
Java,JavaScript,CSS,,,,SQL,,,,,,Scala
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,,,,,,SQL,C#,,,Perl,,"""Proficient"" seems too rosey a word for it."
Java,,CSS,PHP,,Ruby,SQL,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,,,
,,,,,,,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,,,,,,,
Java,JavaScript,,,,,SQL,C#,C++,C,,,VB
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,JavaScript,,PHP,,,SQL,C#,,,,,
,,,PHP,Python,Ruby,SQL,,,,,,
Java,JavaScript,CSS,,,,,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,,Python,,SQL,,,,,,
,,,,,,,,,,,,
,,,,,,,,C++,C,,,
Java,JavaScript,CSS,,,,,,C++,C,Perl,,
Java,JavaScript,CSS,,Python,Ruby,SQL,,,,,,Ruby
,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,,,,,,,,,,,,Objective C
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,JavaScript,CSS,,,,,C#,,,,,
,,CSS,PHP,Python,,SQL,,,,,,
,JavaScript,CSS,PHP,Python,,SQL,,,,,,
,JavaScript,,,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,C++,C,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,,,,Python,,,,C++,,,,
,,,,,,,C#,C++,,,,VB
Java,JavaScript,,,,,SQL,,,,,,
,,,,,,,,C++,C,,,Lisp
,JavaScript,,PHP,Python,,,,,,,,
Java,JavaScript,CSS,,Python,,SQL,C#,,,,,
,,,,,,,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,Perl,,
Java,,,,,,SQL,C#,C++,C,Perl,,
Java,JavaScript,CSS,PHP,Python,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,,CSS,,,,SQL,,,,,,Objectve C
,JavaScript,CSS,PHP,,,,C#,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,,,Perl,,
,,CSS,,Python,,,,C++,C,,,
,JavaScript,CSS,,Python,,SQL,C#,C++,C,,,
,JavaScript,,,,,SQL,C#,,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,Objective C
Java,,,,,,,C#,,,,,
,,,,Python,,,,,,,,Delphi
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,
Java,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,
Java,,,,,,,C#,C++,C,Perl,,
,,,,,,,,,,,,
,JavaScript,CSS,PHP,Python,,,,,,,,
Java,,,,,,,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,,CSS,PHP,,Ruby,SQL,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,,Python,,SQL,,,,Perl,,
Java,,,,,,,,C++,,,,
,,CSS,,Python,,SQL,,,,,,
,JavaScript,CSS,,,,,,,,,,HTML
Java,,,,,,,,,,,,
,JavaScript,CSS,PHP,,,SQL,,,,,,Symfony
Java,,,,,,,,,C,Perl,,
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,,,,,SQL,C#,,,,,
,,,,,,,C#,,,,,
Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,,Perl,,
,,,,Python,,,,C++,C,,,Objective C
,,,,,,,,,,,,
Java,,,,,,,,,,,,
Java,,CSS,PHP,Python,,SQL,,C++,,,,
,,,,,,,C#,C++,,,,
,JavaScript,CSS,PHP,,,,C#,,,,,
Java,,CSS,,,,,C#,C++,C,,,
,,,PHP,,,,,,C,Perl,,"Lua, SQL"
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,CSS,,Python,Ruby,,,,,,,
,,CSS,,Python,Ruby,,,C++,C,Perl,,Haskell
,,,,,,SQL,C#,,,,,
,,,,,,SQL,C#,C++,,,,
Java,JavaScript,,,Python,,SQL,C#,C++,C,,,
,,CSS,,,Ruby,SQL,C#,,,,,"Delphi, Objective-C"
,,,,,,SQL,C#,C++,,,,
Java,,,,Python,,SQL,C#,,,Perl,,
Java,JavaScript,CSS,PHP,,,SQL,,,,,,"Actionscript 3, Objective-C"
,,,,Python,,,,,,,,R
,JavaScript,CSS,,,,SQL,C#,,,,,
,JavaScript,,PHP,,,SQL,,,,,,Delphi
,JavaScript,,,,Ruby,,C#,,,,,
,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,
,,,,,,,,,,Perl,,excel
,JavaScript,CSS,PHP,,,SQL,,,,,,
Java,JavaScript,CSS,PHP,,Ruby,SQL,C#,,C,,,
,,,,,,,,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,
Java,JavaScript,CSS,,,,SQL,C#,,,,,
,,,,,,,,,,,None,
,,,,,,,C#,,,,,
,,,,,,,,,,,,
,,,,,,SQL,,,,,,
,JavaScript,CSS,PHP,,,SQL,,,,Perl,,
,JavaScript,,,,Ruby,,,C++,C,,,
Java,,,PHP,,,SQL,,,,,,
,,,,,,,,,,,,
Java,JavaScript,CSS,,,Ruby,SQL,,,,,,
Java,,,,,,SQL,,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,JavaScript,CSS,,,,,C#,,,,,
,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,Perl,,
,,CSS,PHP,,,SQL,,,,,,
,,,,,,,,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
,JavaScript,CSS,,,,SQL,C#,,,,,vb.net
Java,JavaScript,CSS,,,Ruby,SQL,,C++,C,,,"Adobe Flex, Delphi"
Java,JavaScript,,PHP,,,SQL,C#,C++,C,,,
Java,JavaScript,CSS,,,,SQL,C#,C++,C,,,
,,,,,,SQL,C#,C++,C,,,Objective-C
,,,,Python,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,
Java,,,,,,SQL,C#,C++,C,Perl,,
Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,
Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,Perl,None,
Java,JavaScript,CSS,,,,SQL,C#,,,,,Objective-C
Java,JavaScript,CSS,,,,SQL,,,,,,
Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,
,JavaScript,,,,,SQL,C#,,,,,
,,,PHP,,,SQL,C#,C++,,,,
,,,,,,,C#,,,,,
Java,,,PHP,Python,,,,C++,C,,,
,,,,,,,,,,,None,
Java,,,,Python,,,,,C,,,
,JavaScript,CSS,PHP,Python,Ruby,,,,,,,
,JavaScript,CSS,,Python,Ruby,,,C++,C,Perl,,Clojure
Java,,CSS,,,,,C#,C++,C,,,
Java,JavaScript,CSS,,,Ruby,SQL,C#,C++,,,,Objective-C
,,CSS,,,Ruby,SQL,,,C,,,Objective-C
,,,,,,,,,,,,
